,count,mean,std,min,25%,50%,75%,max
year,62331.0,6.857944038011203e-16,1.0000080217872054,-1.6945511303903187,-0.8776259364232313,-0.00964291783320094,0.8583401007568293,1.7263231193468596
x_coordinate,62331.0,3.009470123063427e-17,1.0000080217871754,-2.515992125634157,-0.7289080090135226,0.11207275174912913,0.8479309174164493,1.8991568683697642
y_coordinate,62331.0,4.240616991589374e-17,1.000008021787246,-2.0979794434773913,-0.7735531483121331,-0.051138805494719594,0.7916779277922626,1.9957018324879519
bed_rock_elevation,62331.0,1.550333093699341e-17,1.0000080217871845,-2.596433555004975,-0.6623681531535511,-0.027372170689173105,0.6270087814140647,2.561074183265488
precipitation,62331.0,1.9151173510403625e-16,1.0000080217872287,-2.5553252293125683,-0.7611945473856685,-0.4327687732228693,0.43489257389893116,2.229023255825831
air_temperature,62331.0,1.1819009937849094e-15,1.0000080217871745,-2.0498739245774473,-0.8549824213897044,0.002359894399399573,0.7585517532798676,3.1788530152842185
ocean_temperature,62331.0,1.082825589491088e-13,1.0000080217871705,-2.2765883803752933,-0.7687497727274232,-0.20371751332752067,0.5863478409278872,2.618994261410853
upper_left_bed_rock_elevation,62331.0,2.1887055440461285e-17,1.0000080217872074,-2.5569918388350836,-0.6557880108525334,-0.03073839727071488,0.6116812078025005,2.512885035785051
upper_left_precipitation,62331.0,7.022096953814662e-17,1.0000080217871876,-2.5262316949645083,-0.7389044403228158,-0.4126822488431909,0.4526470627716459,2.2399743174133384
upper_left_air_temperature,62331.0,3.408908884851845e-15,1.0000080217872078,-2.5030356152323545,-0.5563842920905535,0.05772748275175922,0.741383256670648,2.688034579812451
upper_left_ocean_temperature,62331.0,2.14639057019457e-14,1.000008021787127,-2.2347205068413984,-0.5398554313999002,-0.07358166529534822,0.5900546188944698,2.28491969433593
top_bed_rock_elevation,62331.0,-1.6415291580345963e-17,1.0000080217871774,-2.584307590666603,-0.6584519939918839,-0.010372858829363526,0.6254517371245951,2.5513073337993144
top_precipitation,62331.0,-6.110136310462108e-17,1.000008021787179,-2.53312177433808,-0.7443020774140028,-0.4155493600440576,0.44824438720204873,2.2370640841261253
top_air_temperature,62331.0,-7.240967508219276e-16,1.0000080217871905,-2.63878747147929,-0.6052096401703921,0.0449591763434636,0.7505089140355394,2.355717469734108
top_ocean_temperature,62331.0,7.820974477391499e-15,1.000008021787179,-2.3280255970766937,-0.5787007674502929,-0.1000928202322782,0.5875157856339482,2.3368406152602708
upper_right_bed_rock_elevation,62331.0,-1.0943527720230642e-17,1.000008021787157,-2.5866233769948552,-0.659549079001352,-0.008931605255562436,0.6251671196609837,2.552241417654487
upper_right_precipitation,62331.0,4.0126268307512355e-17,1.0000080217871397,-2.526280571898761,-0.7384748215991542,-0.4150640041143854,0.4533956786005834,2.24120142890019
upper_right_air_temperature,62331.0,1.1855488363583196e-17,1.0000080217871072,-2.4731992769638116,-0.5363748502547017,0.06710194225221282,0.7548414342180383,2.255127004438414
upper_right_ocean_temperature,62331.0,-3.7729635736781845e-14,1.0000080217871639,-2.2097362500943922,-0.528194290422864,-0.06332031289429005,0.59283368269155,2.274375642363115
left_bed_rock_elevation,62331.0,3.511048476907331e-17,1.0000080217871563,-2.5890144667242185,-0.6629149267380724,-0.012320312355174038,0.6211514332526916,2.547250973238838
left_precipitation,62331.0,1.3952997843294068e-16,1.0000080217871448,-2.5222771482424036,-0.7453214825894274,-0.4191143677193122,0.4393156278458903,2.216271293498867
left_air_temperature,62331.0,-3.9761484050171335e-16,1.0000080217871923,-2.6705545891985607,-0.6222987219445594,0.04079969789957098,0.7432051895581084,2.791461056812107
left_ocean_temperature,62331.0,-4.292051571874458e-14,1.0000080217871743,-2.357663217750125,-0.591802921025236,-0.10352754852176163,0.5854372767914243,2.351297573516354
